gene_id,gene_symbol,gene_name,GSM4996084,GSM4996085,GSM4996086,GSM4996087,GSM4996088,GSM4996089,GSM4996090,GSM4996091,GSM4996092,GSM4996093,GSM4996094,GSM4996095,GSM4996096,GSM4996097,GSM4996098,GSM4996099,GSM4996100,GSM4996101
28490,IGHD5-18,immunoglobulin heavy diversity 5-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28494,IGHD4-17,immunoglobulin heavy diversity 4-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28498,IGHD3-16,immunoglobulin heavy diversity 3-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28503,IGHD2-15,immunoglobulin heavy diversity 2-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28508,IGHD1-14,immunoglobulin heavy diversity 1-14 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28487,IGHD6-13,immunoglobulin heavy diversity 6-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28491,IGHD5-12,immunoglobulin heavy diversity 5-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28495,IGHD4-11,immunoglobulin heavy diversity 4-11 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28499,IGHD3-10,immunoglobulin heavy diversity 3-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28500,IGHD3-9,immunoglobulin heavy diversity 3-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28504,IGHD2-8,immunoglobulin heavy diversity 2-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28509,IGHD1-7,immunoglobulin heavy diversity 1-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28488,IGHD6-6,immunoglobulin heavy diversity 6-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28492,IGHD5-5,immunoglobulin heavy diversity 5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28496,IGHD4-4,immunoglobulin heavy diversity 4-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28501,IGHD3-3,immunoglobulin heavy diversity 3-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28505,IGHD2-2,immunoglobulin heavy diversity 2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9834,FAM30A,family with sequence similarity 30 member A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28510,IGHD1-1,immunoglobulin heavy diversity 1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28385,IGHV6-1,immunoglobulin heavy variable 6-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28377,IGHVII-1-1,immunoglobulin heavy variable (II)-1-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,ADAM6,ADAM metallopeptidase domain 6 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28474,IGHV1-2,immunoglobulin heavy variable 1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28355,IGHVIII-2-1,immunoglobulin heavy variable (III)-2-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28473,IGHV1-3,immunoglobulin heavy variable 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984634,LOC107984634,uncharacterized LOC107984634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28401,IGHV4-4,immunoglobulin heavy variable 4-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57289,IGHV7-4-1,immunoglobulin heavy variable 7-4-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28457,IGHV2-5,immunoglobulin heavy variable 2-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28354,IGHVIII-5-1,immunoglobulin heavy variable (III)-5-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28353,IGHVIII-5-2,immunoglobulin heavy variable (III)-5-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28453,IGHV3-6,immunoglobulin heavy variable 3-6 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28452,IGHV3-7,immunoglobulin heavy variable 3-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723170,IGHV3-64D,immunoglobulin heavy variable 3-64D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28386,IGHV5-10-1,immunoglobulin heavy variable 5-10-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28450,IGHV3-11,immunoglobulin heavy variable 3-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28352,IGHVIII-11-1,immunoglobulin heavy variable (III)-11-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28471,IGHV1-12,immunoglobulin heavy variable 1-12 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28449,IGHV3-13,immunoglobulin heavy variable 3-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28351,IGHVIII-13-1,immunoglobulin heavy variable (III)-13-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28470,IGHV1-14,immunoglobulin heavy variable 1-14 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28448,IGHV3-15,immunoglobulin heavy variable 3-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28376,IGHVII-15-1,immunoglobulin heavy variable (II)-15-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28447,IGHV3-16,immunoglobulin heavy variable 3-16 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28350,IGHVIII-16-1,immunoglobulin heavy variable (III)-16-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28469,IGHV1-17,immunoglobulin heavy variable 1-17 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28468,IGHV1-18,immunoglobulin heavy variable 1-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28446,IGHV3-19,immunoglobulin heavy variable 3-19 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370700,LOC105370700,uncharacterized LOC105370700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28445,IGHV3-20,immunoglobulin heavy variable 3-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28375,IGHVII-20-1,immunoglobulin heavy variable (II)-20-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28444,IGHV3-21,immunoglobulin heavy variable 3-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28443,IGHV3-22,immunoglobulin heavy variable 3-22 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28374,IGHVII-22-1,immunoglobulin heavy variable (II)-22-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28349,IGHVIII-22-2,immunoglobulin heavy variable (III)-22-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28442,IGHV3-23,immunoglobulin heavy variable 3-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28467,IGHV1-24,immunoglobulin heavy variable 1-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338004,LINC00226,long intergenic non-protein coding RNA 226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28441,IGHV3-25,immunoglobulin heavy variable 3-25 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28348,IGHVIII-25-1,immunoglobulin heavy variable (III)-25-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28455,IGHV2-26,immunoglobulin heavy variable 2-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28347,IGHVIII-26-1,immunoglobulin heavy variable (III)-26-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28373,IGHVII-26-2,immunoglobulin heavy variable (II)-26-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28383,IGHV7-27,immunoglobulin heavy variable 7-27 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28400,IGHV4-28,immunoglobulin heavy variable 4-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28372,IGHVII-28-1,immunoglobulin heavy variable (II)-28-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28440,IGHV3-29,immunoglobulin heavy variable 3-29 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28439,IGHV3-30,immunoglobulin heavy variable 3-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28371,IGHVII-30-1,immunoglobulin heavy variable (II)-30-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28438,IGHV3-30-2,immunoglobulin heavy variable 3-30-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28398,IGHV4-30-2,immunoglobulin heavy variable 4-30-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107548099,IGHVII-30-21,immunoglobulin heavy variable (II)-30-21 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28435,IGHV3-32,immunoglobulin heavy variable 3-32 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28434,IGHV3-33,immunoglobulin heavy variable 3-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28369,IGHVII-33-1,immunoglobulin heavy variable (II)-33-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28433,IGHV3-33-2,immunoglobulin heavy variable 3-33-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28395,IGHV4-34,immunoglobulin heavy variable 4-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28382,IGHV7-34-1,immunoglobulin heavy variable 7-34-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28432,IGHV3-35,immunoglobulin heavy variable 3-35 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28431,IGHV3-36,immunoglobulin heavy variable 3-36 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28430,IGHV3-37,immunoglobulin heavy variable 3-37 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28429,IGHV3-38,immunoglobulin heavy variable 3-38 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28346,IGHVIII-38-1,immunoglobulin heavy variable (III)-38-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28394,IGHV4-39,immunoglobulin heavy variable 4-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28381,IGHV7-40,immunoglobulin heavy variable 7-40 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28368,IGHVII-40-1,immunoglobulin heavy variable (II)-40-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28428,IGHV3-41,immunoglobulin heavy variable 3-41 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28427,IGHV3-42,immunoglobulin heavy variable 3-42 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28426,IGHV3-43,immunoglobulin heavy variable 3-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28367,IGHVII-43-1,immunoglobulin heavy variable (II)-43-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28345,IGHVIII-44,immunoglobulin heavy variable (III)-44 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338005,LINC00221,long intergenic non-protein coding RNA 221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28337,IGHVIV-44-1,immunoglobulin heavy variable (IV)-44-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28366,IGHVII-44-2,immunoglobulin heavy variable (II)-44-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112268139,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28466,IGHV1-45,immunoglobulin heavy variable 1-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28465,IGHV1-46,immunoglobulin heavy variable 1-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28365,IGHVII-46-1,immunoglobulin heavy variable (II)-46-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28425,IGHV3-47,immunoglobulin heavy variable 3-47 (pseudogene),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28344,IGHVIII-47-1,immunoglobulin heavy variable (III)-47-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28424,IGHV3-48,immunoglobulin heavy variable 3-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28423,IGHV3-49,immunoglobulin heavy variable 3-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28364,IGHVII-49-1,immunoglobulin heavy variable (II)-49-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28422,IGHV3-50,immunoglobulin heavy variable 3-50 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28388,IGHV5-51,immunoglobulin heavy variable 5-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28343,IGHV8-51-1,immunoglobulin heavy variable IGHV8-51-1 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28363,IGHVII-51-2,immunoglobulin heavy variable (II)-51-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28421,IGHV3-52,immunoglobulin heavy variable 3-52 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28420,IGHV3-53,immunoglobulin heavy variable 3-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28362,IGHVII-53-1,immunoglobulin heavy variable (II)-53-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28419,IGHV3-54,immunoglobulin heavy variable 3-54 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28393,IGHV4-55,immunoglobulin heavy variable 4-55 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28380,IGHV7-56,immunoglobulin heavy variable 7-56 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28418,IGHV3-57,immunoglobulin heavy variable 3-57 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28464,IGHV1-58,immunoglobulin heavy variable 1-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28392,IGHV4-59,immunoglobulin heavy variable 4-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28417,IGHV3-60,immunoglobulin heavy variable 3-60 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28361,IGHVII-60-1,immunoglobulin heavy variable (II)-60-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28391,IGHV4-61,immunoglobulin heavy variable 4-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28416,IGHV3-62,immunoglobulin heavy variable 3-62 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28360,IGHVII-62-1,immunoglobulin heavy variable (II)-62-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28415,IGHV3-63,immunoglobulin heavy variable 3-63 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28414,IGHV3-64,immunoglobulin heavy variable 3-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724977,LOC102724977,uncharacterized LOC102724977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28413,IGHV3-65,immunoglobulin heavy variable 3-65 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28359,IGHVII-65-1,immunoglobulin heavy variable (II)-65-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28412,IGHV3-66,immunoglobulin heavy variable 3-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28463,IGHV1-67,immunoglobulin heavy variable 1-67 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28358,IGHVII-67-1,immunoglobulin heavy variable (II)-67-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28342,IGHVIII-67-2,immunoglobulin heavy variable (III)-67-2 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28341,IGHVIII-67-3,immunoglobulin heavy variable (III)-67-3 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28340,IGHVIII-67-4,immunoglobulin heavy variable (III)-67-4 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28462,IGHV1-68,immunoglobulin heavy variable 1-68 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28461,IGHV1-69,immunoglobulin heavy variable 1-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723168,IGHV2-70D,immunoglobulin heavy variable 2-70D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28402,IGHV3-69-1,immunoglobulin heavy variable 3-69-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28458,IGHV1-69-2,immunoglobulin heavy variable 1-69-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723169,IGHV1-69D,immunoglobulin heavy variable 1-69D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28454,IGHV2-70,immunoglobulin heavy variable 2-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28411,IGHV3-71,immunoglobulin heavy variable 3-71 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28410,IGHV3-72,immunoglobulin heavy variable 3-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28409,IGHV3-73,immunoglobulin heavy variable 3-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28408,IGHV3-74,immunoglobulin heavy variable 3-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28357,IGHVII-74-1,immunoglobulin heavy variable (II)-74-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28407,IGHV3-75,immunoglobulin heavy variable 3-75 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28406,IGHV3-76,immunoglobulin heavy variable 3-76 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28339,IGHVIII-76-1,immunoglobulin heavy variable (III)-76-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100847062,MIR5195,microRNA 5195,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
28387,IGHV5-78,immunoglobulin heavy variable 5-78 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28356,IGHVII-78-1,immunoglobulin heavy variable (II)-78-1 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28405,IGHV3-79,immunoglobulin heavy variable 3-79 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28390,IGHV4-80,immunoglobulin heavy variable 4-80 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28378,IGHV7-81,immunoglobulin heavy variable 7-81 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28338,IGHVIII-82,immunoglobulin heavy variable (III)-82 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379271,LOC105379271,uncharacterized LOC105379271,9,5,10,11,14,5,2,8,5,5,2,13,5,5,3,5,4,8
105379272,LOC105379272,uncharacterized LOC105379272,1,1,2,2,2,2,0,1,1,1,2,1,0,1,1,1,2,3
105379274,LOC105379274,uncharacterized LOC105379274,7,7,13,7,14,6,6,8,3,7,3,8,5,4,4,6,6,7
727764,MAFIP,MAFF interacting protein,784,807,916,878,1125,709,932,746,720,606,606,708,606,612,660,632,577,783
112268314,LOC112268314,immunoglobulin kappa variable 1-39-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379527,LOC105379527,uncharacterized LOC105379527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28451,IGHV3-9,immunoglobulin heavy variable 3-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723407,LOC102723407,immunoglobulin heavy variable 4-38-2-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379202,FAM30B,family with sequence similarity 30 member B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379203,LOC105379203,uncharacterized LOC105379203,1,1,2,1,2,2,1,0,1,0,1,0,0,0,1,1,1,1
646096,CHEK2P2,CHEK2 pseudogene 2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283755,HERC2P3,HERC2 pseudogene 3,412,391,538,452,631,390,356,438,484,331,403,504,388,394,433,453,387,569
100996379,LOC100996379,E3 ubiquitin-protein ligase HERC2,3,6,3,3,6,5,2,3,4,3,3,3,1,2,2,3,3,4
727832,GOLGA6L6,golgin A6 family like 6 (gene/pseudogene),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
729786,GOLGA8CP,"golgin A8 family member C, pseudogene",1,0,2,1,1,1,1,0,2,2,1,1,0,0,0,0,0,1
606,NBEAP1,neurobeachin pseudogene 1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
100422949,MIR3118-2,microRNA 3118-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100287399,POTEB2,POTE ankyrin domain family member B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100847060,MIR5701-1,microRNA 5701-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348120,LINC01193,long intergenic non-protein coding RNA 1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654499,FAM30C,family with sequence similarity 30 member C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379205,LOC105379205,uncharacterized LOC105379205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370715,LOC105370715,uncharacterized LOC105370715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370714,LOC105370714,uncharacterized LOC105370714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646214,LOC646214,p21 (RAC1) activated kinase 2 pseudogene,7,9,10,4,8,9,10,8,11,4,7,9,5,4,8,9,7,11
112268154,LOC112268154,uncharacterized LOC112268154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646243,CXADRP2,CXADR pseudogene 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100422844,MIR3118-3,microRNA 3118-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724631,POTEB3,POTE ankyrin domain family member B3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100847005,MIR5701-2,microRNA 5701-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727924,LINC02203,long intergenic non-protein coding RNA 2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105369274,OR4N4C,olfactory receptor family 4 subfamily N member 4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107987218,LOC107987218,uncharacterized LOC107987218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724760,LOC102724760,immunoglobulin heavy variable 1/OR15-1 pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107987219,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646370,IGHV1OR15-3,immunoglobulin heavy variable 1/OR15-3 (pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724971,LOC102724971,putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379208,LOC105379208,uncharacterized LOC105379208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105379207,LOC105379207,uncharacterized LOC105379207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100422935,MIR3118-4,microRNA 3118-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100996331,POTEB,POTE ankyrin domain family member B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440225,NF1P2,neurofibromin 1 pseudogene 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103504741,MIR5701-3,microRNA 5701-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927079,OR4M2-OT1,OR4M2 overlapping transcript 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390538,OR4M2,olfactory receptor family 4 subfamily M member 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283694,OR4N4,olfactory receptor family 4 subfamily N member 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390539,OR4N3P,olfactory receptor family 4 subfamily N member 3 pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984743,LOC107984743,uncharacterized LOC107984743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388077,IGHV1OR15-1,immunoglobulin heavy variable 1/OR15-1 (non-functional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984785,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642131,LOC642131,immunoglobulin IGHV1OR15-3-like pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
